timestamp,age,gender,purchase_frequency,purchase_categories,personalized_recommendation_frequency,browsing_frequency,product_search_method,search_result_exploration,customer_reviews_importance,add_to_cart_browsing,cart_completion_frequency,cart_abandonment_factors,saveforlater_frequency,review_left,review_reliability,review_helpfulness,personalized_recommendation_frequency_1,recommendation_helpfulness,rating_accuracy,shopping_satisfaction,service_appreciation,improvement_areas,rating_accuracy_num,customer_reviews_importance_num,recommendation_helpfulness_num,shopping_satisfaction_num,saveforlater_frequency_num,cart_completion_frequency_num,timestamp_parsed,ts_year,ts_month,ts_day,ts_hour,ts_weekday,timestamp_topic_0,timestamp_topic_1,timestamp_topic_2,timestamp_topic_3,timestamp_topic_4,timestamp_topic_5,purchase_categories_topic_0,purchase_categories_topic_1,cart_abandonment_factors_topic_0,cart_abandonment_factors_topic_1,cluster_kmeans,cluster_dbscan,cluster_agg,cluster_gmm,cluster_label_used
2023/06/05 7:16:40 AM GMT+5:30,24,Female,Less than once a month,Clothing and Fashion,Sometimes,Few times a month,Filter,Multiple pages,3,Maybe,Rarely,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,3,Sometimes,3,3,Product recommendations,Product quality and accuracy,3.0,3.0,3.0,3.0,3.0,2.0,2023-06-05 07:16:40-05:30,2023,6,5,7,0,0.0419867154837839,0.3649958898000076,0.0416667421240118,0.0423322078004004,0.0420237166094541,0.466994728182342,0.1801228724025039,0.8198771275974961,0.9166431756145148,0.083356824385485,0,-1,0,0,0
2023/06/05 8:43:26 AM GMT+5:30,23,Female,Few times a month,others,No,Few times a week,Keyword,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Always,No,Heavily,Yes,4,Sometimes,3,3,Wide product selection,Product quality and accuracy,3.0,1.0,3.0,3.0,5.0,3.0,2023-06-05 08:43:26-05:30,2023,6,5,8,0,0.4886294149713281,0.3434929209391308,0.0417670725718781,0.0421803300758599,0.0419402573444733,0.0419900040973294,0.5,0.5,0.1666824542265414,0.8333175457734585,1,-1,0,1,1
2023/06/05 9:20:17 AM GMT+5:30,24,Male,Few times a month,Clothing and Fashion,No,Few times a month,Keyword,Multiple pages,1,Yes,Always,Changed my mind or no longer need the item,Often,No,Heavily,Yes,1,Yes,1,2,User-friendly website/app interface,Product quality and accuracy,1.0,1.0,,2.0,4.0,5.0,2023-06-05 09:20:17-05:30,2023,6,5,9,0,0.0422966240256494,0.0417313858627576,0.0425699370575318,0.0420430451276591,0.789428753360972,0.0419302545654299,0.1801228724025039,0.8198771275974961,0.9166431756145148,0.083356824385485,1,-1,1,1,1
2023/06/05 9:56:58 AM GMT+5:30,23,Female,Once a month,Beauty and Personal Care;Home and Kitchen,No,Few times a month,Keyword,Multiple pages,1,Yes,Rarely,Changed my mind or no longer need the item,Never,No,Heavily,Yes,5,No,4,3,Competitive prices,Customer service responsiveness,4.0,1.0,,3.0,1.0,2.0,2023-06-05 09:56:58-05:30,2023,6,5,9,0,0.0418407860097704,0.0421994317006478,0.0417153155008622,0.7907526103240168,0.0417623035422804,0.0417295529224222,0.4322740400109385,0.5677259599890614,0.9166431756145148,0.083356824385485,0,-1,0,1,0
2023/06/05 10:36:38 AM GMT+5:30,25,Male,Less than once a month,others,Sometimes,Few times a week,Keyword,First page,4,Yes,Often,Changed my mind or no longer need the item,Often,Yes,Heavily,Yes,3,Sometimes,3,3,Wide product selection,Product quality and accuracy,3.0,4.0,3.0,3.0,4.0,4.0,2023-06-05 10:36:38-05:30,2023,6,5,10,0,0.0334219886603579,0.033512713253489,0.0337482942400452,0.0335617998116134,0.832357174318868,0.0333980297156263,0.5,0.5,0.9166431756145148,0.083356824385485,0,-1,0,1,0
2023/06/05 10:37:36 AM GMT+5:30,24,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a month,Keyword,Multiple pages,1,Yes,Often,Found a better price elsewhere,Rarely,No,Heavily,Yes,1,Yes,2,2,User-friendly website/app interface,Shipping speed and reliability,2.0,1.0,,2.0,2.0,4.0,2023-06-05 10:37:36-05:30,2023,6,5,10,0,0.2865882268981313,0.0335946590154039,0.0335106183876053,0.0336115322960565,0.5792892767986642,0.0334056866041386,0.0868156385412483,0.9131843614587516,0.1666824542265414,0.8333175457734585,1,-1,1,1,1
2023/06/05 10:53:16 AM GMT+5:30,21,Female,Few times a month,Home and Kitchen,No,Few times a month,Keyword,First page,1,Yes,Rarely,Changed my mind or no longer need the item,Often,Yes,Heavily,Yes,1,Sometimes,3,1,User-friendly website/app interface,Reducing packaging waste,3.0,1.0,3.0,1.0,4.0,2.0,2023-06-05 10:53:16-05:30,2023,6,5,10,0,0.0335373768531492,0.5372496363487385,0.0333333875911825,0.0338344780917851,0.0336900145162064,0.3283551065989382,0.8326462361431456,0.1673537638568543,0.9166431756145148,0.083356824385485,1,-1,0,1,1
2023/06/05 11:20:41 AM GMT+5:30,23,Female,Less than once a month,Clothing and Fashion,No,Few times a month,Keyword,Multiple pages,1,Maybe,Rarely,Changed my mind or no longer need the item,Never,No,Moderately,Yes,3,Sometimes,3,3,Wide product selection,Reducing packaging waste,3.0,1.0,3.0,3.0,1.0,2.0,2023-06-05 11:20:41-05:30,2023,6,5,11,0,0.0337076137175483,0.0335860627342506,0.0336103917934171,0.0335095577081752,0.8319653887225797,0.0336209853240289,0.1801228724025039,0.8198771275974961,0.9166431756145148,0.083356824385485,0,-1,1,1,0
2023/06/05 11:54:52 AM GMT+5:30,26,Female,Less than once a month,Beauty and Personal Care;Home and Kitchen,No,Rarely,Filter,Multiple pages,1,Maybe,Sometimes,High shipping costs,Sometimes,Yes,Heavily,Yes,4,Yes,2,2,Product recommendations,Shipping speed and reliability,2.0,1.0,,2.0,3.0,3.0,2023-06-05 11:54:52-05:30,2023,6,5,11,0,0.0335688811080379,0.8317124370423067,0.033440209879391,0.0338333390472671,0.0338780616178129,0.0335670713051844,0.4322740400109385,0.5677259599890614,0.1250428283408851,0.8749571716591149,1,-1,0,1,1
2023/06/05 1:10:59 PM GMT+5:30,23,Female,Few times a month,Clothing and Fashion;others,Yes,Few times a week,Keyword,First page,1,Yes,Sometimes,Found a better price elsewhere,Sometimes,Yes,Moderately,Yes,1,Sometimes,3,2,Wide product selection,Product quality and accuracy,3.0,1.0,3.0,2.0,3.0,3.0,2023-06-05 13:10:59-05:30,2023,6,5,13,0,0.0335319373213361,0.033603681379532,0.0334408316351121,0.0336917252564228,0.8322246181648082,0.0335072062427886,0.1801228724025039,0.8198771275974961,0.1666824542265414,0.8333175457734585,1,-1,1,1,1
2023/06/05 1:27:08 PM GMT+5:30,23,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,Yes,Few times a month,Keyword,Multiple pages,4,Yes,Sometimes,High shipping costs,Sometimes,Yes,Heavily,Yes,3,No,3,3,Product recommendations,Reducing packaging waste,3.0,4.0,,3.0,3.0,3.0,2023-06-05 13:27:08-05:30,2023,6,5,13,0,0.0335693022872033,0.0334421890273968,0.0335001019969551,0.8323511051905244,0.0335694141380696,0.0335678873598505,0.0868156385412483,0.9131843614587516,0.1250428283408851,0.8749571716591149,0,-1,0,0,0
2023/06/05 1:28:44 PM GMT+5:30,40,Male,Few times a month,Beauty and Personal Care;Home and Kitchen,No,Few times a week,Keyword,Multiple pages,1,Yes,Often,Changed my mind or no longer need the item,Never,Yes,Heavily,Yes,4,Sometimes,2,1,Competitive prices,Reducing packaging waste,2.0,1.0,3.0,1.0,1.0,4.0,2023-06-05 13:28:44-05:30,2023,6,5,13,0,0.8323856457907511,0.0335031116083147,0.0334328553402378,0.0336336395540648,0.0335381585359326,0.0335065891706988,0.4322740400109385,0.5677259599890614,0.9166431756145148,0.083356824385485,1,-1,1,1,1
2023/06/05 1:32:57 PM GMT+5:30,25,Female,Once a month,Beauty and Personal Care,Sometimes,Few times a month,categories,Multiple pages,5,Maybe,Sometimes,Found a better price elsewhere,Often,No,Moderately,Sometimes,3,Sometimes,3,3,Wide product selection,Customer service responsiveness,3.0,5.0,3.0,3.0,4.0,3.0,2023-06-05 13:32:57-05:30,2023,6,5,13,0,0.8324022728500193,0.0334523370130222,0.0334328476051564,0.033666591699151,0.0335394345731894,0.0335065162594616,0.1273542546663209,0.8726457453336791,0.1666824542265414,0.8333175457734585,0,-1,0,1,0
2023/06/05 1:35:41 PM GMT+5:30,24,Male,Once a month,others,Sometimes,Few times a week,Keyword,Multiple pages,4,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,Sometimes,4,Sometimes,1,2,Wide product selection,Shipping speed and reliability,1.0,4.0,3.0,2.0,3.0,3.0,2023-06-05 13:35:41-05:30,2023,6,5,13,0,0.0337607862086275,0.033454280941521,0.0335975147416774,0.03360902716683,0.8320426363249673,0.0335357546163765,0.5,0.5,0.9166431756145148,0.083356824385485,1,-1,1,1,1
2023/06/05 1:35:44 PM GMT+5:30,23,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a month,Keyword,First page,4,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Rarely,Sometimes,3,Sometimes,3,3,User-friendly website/app interface,Product quality and accuracy,3.0,4.0,3.0,3.0,3.0,3.0,2023-06-05 13:35:44-05:30,2023,6,5,13,0,0.8322538890273603,0.0335027324459799,0.0335001417876215,0.0336233916463002,0.033597706035289,0.0335221390574489,0.3414092851526727,0.6585907148473272,0.9166431756145148,0.083356824385485,0,-1,0,1,0
2023/06/05 1:37:01 PM GMT+5:30,24,Male,Less than once a month,others,Sometimes,Few times a month,Keyword,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Never,Yes,Heavily,Yes,2,Yes,3,2,User-friendly website/app interface,Shipping speed and reliability,3.0,1.0,,2.0,1.0,3.0,2023-06-05 13:37:01-05:30,2023,6,5,13,0,0.4302905197975225,0.0334638326783576,0.0334459461979625,0.0337696927153178,0.4355077569458313,0.0335222516650081,0.5,0.5,0.1666824542265414,0.8333175457734585,1,-1,1,1,1
2023/06/05 1:43:00 PM GMT+5:30,24,Male,Less than once a month,others,No,Few times a week,categories,Multiple pages,1,Maybe,Never,Changed my mind or no longer need the item,Rarely,No,Heavily,Yes,3,Sometimes,3,3,Wide product selection,Product quality and accuracy,3.0,1.0,3.0,3.0,2.0,1.0,2023-06-05 13:43:00-05:30,2023,6,5,13,0,0.8324058118152953,0.0334523459804169,0.033464305706684,0.0336328248576009,0.0335381318209359,0.0335065798190671,0.5,0.5,0.9166431756145148,0.083356824385485,0,-1,0,1,0
2023/06/05 1:45:30 PM GMT+5:30,24,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion,Sometimes,Few times a month,categories,First page,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,3,Yes,3,3,Product recommendations,Customer service responsiveness,3.0,3.0,,3.0,3.0,3.0,2023-06-05 13:45:30-05:30,2023,6,5,13,0,0.0419526979907445,0.0418546228409817,0.0418629203688879,0.7904536587593465,0.0419480205969789,0.0419280794430603,0.0868156385412483,0.9131843614587516,0.9166431756145148,0.083356824385485,0,-1,0,0,0
2023/06/05 1:54:28 PM GMT+5:30,26,Male,Few times a month,others,No,Few times a week,Keyword,Multiple pages,4,Yes,Often,Changed my mind or no longer need the item,Rarely,Yes,Occasionally,Yes,3,Yes,3,4,Competitive prices,Product quality and accuracy,3.0,4.0,,4.0,2.0,4.0,2023-06-05 13:54:28-05:30,2023,6,5,13,0,0.4303763876908509,0.0335950997673225,0.0335872641964352,0.0336409845868329,0.4352779594936417,0.0335223042649165,0.5,0.5,0.9166431756145148,0.083356824385485,0,-1,0,1,0
2023/06/05 2:10:33 PM GMT+5:30,23,Female,Few times a month,Beauty and Personal Care;Home and Kitchen;others,Sometimes,Few times a month,categories,First page,1,Yes,Sometimes,Found a better price elsewhere,Often,No,Heavily,Yes,2,Sometimes,3,3,Wide product selection,Product quality and accuracy,3.0,1.0,3.0,3.0,4.0,3.0,2023-06-05 14:10:33-05:30,2023,6,5,14,0,0.0334979394229026,0.0337467129574421,0.0334470196065737,0.8321110882368548,0.033713049263523,0.0334841905127036,0.4322740400109385,0.5677259599890614,0.1666824542265414,0.8333175457734585,1,-1,0,1,1
2023/06/05 2:16:16 PM GMT+5:30,23,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a week,categories,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Never,No,Heavily,Yes,3,Sometimes,3,1,Wide product selection,Product quality and accuracy,3.0,1.0,3.0,1.0,1.0,3.0,2023-06-05 14:16:16-05:30,2023,6,5,14,0,0.033708528553414,0.8314477518485659,0.033462259560871,0.034014423182003,0.0337267030925254,0.0336403337626204,0.3414092851526727,0.6585907148473272,0.9166431756145148,0.083356824385485,1,-1,0,1,1
2023/06/05 2:17:45 PM GMT+5:30,24,Female,Once a month,others,Sometimes,Few times a week,Keyword,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Yes,3,Yes,3,2,User-friendly website/app interface,Product quality and accuracy,3.0,1.0,,2.0,3.0,3.0,2023-06-05 14:17:45-05:30,2023,6,5,14,0,0.033498185012223,0.0334424153060206,0.034164745305159,0.8316324178532282,0.0337777663611546,0.0334844701622143,0.5,0.5,0.1666824542265414,0.8333175457734585,1,-1,0,1,1
2023/06/05 2:21:37 PM GMT+5:30,23,Male,Less than once a month,others,No,Few times a month,Keyword,First page,1,Maybe,Rarely,High shipping costs,Never,No,Moderately,Sometimes,3,Sometimes,3,3,Wide product selection,better app interface and lower shipping charges,3.0,1.0,3.0,3.0,1.0,2.0,2023-06-05 14:21:37-05:30,2023,6,5,14,0,0.4297306381486125,0.03346385422093,0.0334459711377814,0.0336519920220356,0.4361851917596797,0.0335223527109604,0.5,0.5,0.1250428283408851,0.8749571716591149,0,-1,0,1,0
2023/06/05 2:24:22 PM GMT+5:30,24,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion,Yes,Few times a month,Keyword,Multiple pages,1,Yes,Often,Changed my mind or no longer need the item,Often,Yes,Moderately,Yes,1,Yes,2,2,Competitive prices,Product quality and accuracy,2.0,1.0,,2.0,4.0,4.0,2023-06-05 14:24:22-05:30,2023,6,5,14,0,0.0335000961348711,0.0334590682311396,0.0334780145617045,0.8325803133921152,0.0334974412814456,0.0334850663987236,0.0868156385412483,0.9131843614587516,0.9166431756145148,0.083356824385485,1,-1,0,1,1
2023/06/05 2:25:28 PM GMT+5:30,36,Female,Once a month,Home and Kitchen;others,Sometimes,Multiple times a day,Keyword,Multiple pages,5,Yes,Often,Changed my mind or no longer need the item,Never,Yes,Heavily,No,2,Sometimes,3,1,User-friendly website/app interface,Shipping speed and reliability,3.0,5.0,3.0,1.0,1.0,4.0,2023-06-05 14:25:28-05:30,2023,6,5,14,0,0.4678356230324276,0.0334693721018651,0.033441629189834,0.0336806708054382,0.0335737885701304,0.3979989163003046,0.8326462361431456,0.1673537638568543,0.9166431756145148,0.083356824385485,1,-1,0,1,1
2023/06/05 2:28:10 PM GMT+5:30,26,Male,Less than once a month,Home and Kitchen,No,Rarely,Filter,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Sometimes,Yes,Moderately,Yes,1,Yes,2,1,Wide product selection,Product quality and accuracy,2.0,1.0,,1.0,3.0,3.0,2023-06-05 14:28:10-05:30,2023,6,5,14,0,0.5372649751554253,0.3280423410576337,0.033450965167122,0.0338430369963804,0.0338465736687312,0.0335521079547073,0.8326462361431456,0.1673537638568543,0.1666824542265414,0.8333175457734585,1,-1,0,1,1
2023/06/05 2:46:25 PM GMT+5:30,31,Male,Once a month,Home and Kitchen;others,No,Few times a month,Keyword,First page,1,Yes,Sometimes,Changed my mind or no longer need the item,Often,No,Heavily,Yes,4,Sometimes,3,1,Customer service,Reducing packaging waste,3.0,1.0,3.0,1.0,4.0,3.0,2023-06-05 14:46:25-05:30,2023,6,5,14,0,0.033571924216703,0.0334679194167795,0.0334633978894387,0.0337035543196357,0.0336209496040673,0.8321722545533757,0.8326462361431456,0.1673537638568543,0.9166431756145148,0.083356824385485,1,-1,0,1,1
2023/06/05 3:28:01 PM GMT+5:30,23,Male,Less than once a month,others,No,Rarely,categories,Multiple pages,1,Maybe,Often,Found a better price elsewhere,Never,No,Heavily,Yes,2,No,3,2,User-friendly website/app interface,Reducing packaging waste,3.0,1.0,,2.0,1.0,4.0,2023-06-05 15:28:01-05:30,2023,6,5,15,0,0.4303030214699737,0.0334638276775293,0.033445941359908,0.0337696917299612,0.435495274409623,0.0335222433530046,0.5,0.5,0.1666824542265414,0.8333175457734585,1,-1,1,1,1
2023/06/05 4:46:52 PM GMT+5:30,23,Female,Less than once a month,Home and Kitchen,Yes,Few times a month,Keyword,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Rarely,No,Heavily,Yes,3,Yes,2,2,Wide product selection,Product quality and accuracy,2.0,1.0,,2.0,2.0,3.0,2023-06-05 16:46:52-05:30,2023,6,5,16,0,0.0336345026357422,0.349951969585164,0.033506435398277,0.0338590079422393,0.0337179714790834,0.5153301129594939,0.8326462361431456,0.1673537638568543,0.9166431756145148,0.083356824385485,1,-1,0,1,1
2023/06/05 4:49:43 PM GMT+5:30,30,Male,Once a week,Groceries and Gourmet Food;Home and Kitchen,Yes,Few times a week,Filter,Multiple pages,4,Yes,Often,Found a better price elsewhere,Always,Yes,Moderately,Yes,4,Yes,4,4,Product recommendations,Customer service responsiveness,4.0,4.0,,4.0,5.0,4.0,2023-06-05 16:49:43-05:30,2023,6,5,16,0,0.5726490855568933,0.0335921853382356,0.2928444675858691,0.0337482619009814,0.0336095386198315,0.0335564609981888,0.9165157481572956,0.0834842518427043,0.1666824542265414,0.8333175457734585,0,-1,0,0,0
2023/06/05 4:50:33 PM GMT+5:30,24,Female,Less than once a month,others,No,Rarely,categories,Multiple pages,2,Yes,Sometimes,Found a better price elsewhere,Often,No,Moderately,Yes,2,Sometimes,2,2,Wide product selection,Product quality and accuracy,2.0,2.0,3.0,2.0,4.0,3.0,2023-06-05 16:50:33-05:30,2023,6,5,16,0,0.3759845233334795,0.033546545297339,0.033568981181435,0.4898787454382973,0.0335196802174541,0.0335015245319948,0.5,0.5,0.1666824542265414,0.8333175457734585,1,-1,0,1,1
2023/06/05 4:50:44 PM GMT+5:30,47,Prefer not to say,Less than once a month,others,Sometimes,Rarely,others,First page,2,Maybe,Never,Changed my mind or no longer need the item,Never,No,Never,Sometimes,2,No,2,2,User-friendly website/app interface,Shipping speed and reliability,2.0,2.0,,2.0,1.0,1.0,2023-06-05 16:50:44-05:30,2023,6,5,16,0,0.8323152952671292,0.0335395338104337,0.0334774445382831,0.0336233333535318,0.0335378770388925,0.0335065159917296,0.5,0.5,0.9166431756145148,0.083356824385485,1,-1,0,1,1
2023/06/05 4:52:12 PM GMT+5:30,54,Others,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,categories,Multiple pages,4,Yes,Always,others,Always,Yes,Heavily,Yes,5,Yes,5,5,Competitive prices,Shipping speed and reliability,5.0,4.0,,5.0,5.0,5.0,2023-06-05 16:52:12-05:30,2023,6,5,16,0,0.0334981424451631,0.0341950968130807,0.0337625792173474,0.8314322832601527,0.0334954677418901,0.0336164305223659,0.562945602628819,0.437054397371181,0.5,0.5,0,-1,0,1,0
2023/06/05 6:49:25 PM GMT+5:30,58,Male,Once a month,Clothing and Fashion;others,No,Few times a week,Keyword,Multiple pages,5,Yes,Sometimes,Changed my mind or no longer need the item,Never,No,Never,No,4,No,3,3,Competitive prices,Reducing packaging waste,3.0,5.0,,3.0,1.0,3.0,2023-06-05 18:49:25-05:30,2023,6,5,18,0,0.0336601663228343,0.0336177570521507,0.2926929744508648,0.0338766353117033,0.0336768599464405,0.5724756069160062,0.1801228724025039,0.8198771275974961,0.9166431756145148,0.083356824385485,0,-1,0,0,0
2023/06/05 7:04:21 PM GMT+5:30,53,Female,Less than once a month,Home and Kitchen,No,Few times a week,Keyword,Multiple pages,3,No,Rarely,Changed my mind or no longer need the item,Never,No,Moderately,Yes,2,Yes,2,1,Competitive prices,Reducing packaging waste,2.0,3.0,,1.0,1.0,2.0,2023-06-05 19:04:21-05:30,2023,6,5,19,0,0.0335650709251939,0.0334541320626405,0.0334406843028339,0.0336295248915457,0.8323605114437863,0.0335500763739995,0.8326462361431456,0.1673537638568543,0.9166431756145148,0.083356824385485,1,-1,1,0,1
2023/06/05 8:06:04 PM GMT+5:30,23,Prefer not to say,Once a week,Beauty and Personal Care,No,Multiple times a day,categories,Multiple pages,5,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,3,Product recommendations,Reducing packaging waste,3.0,5.0,3.0,3.0,3.0,3.0,2023-06-05 20:06:04-05:30,2023,6,5,20,0,0.042071049205202,0.0418757150937128,0.0418522458627802,0.0422148742814367,0.7899416365395927,0.0420444790172755,0.1273542546663209,0.8726457453336791,0.1666824542265414,0.8333175457734585,0,-1,0,0,0
2023/06/05 8:07:52 PM GMT+5:30,25,Others,Few times a month,Groceries and Gourmet Food;Clothing and Fashion,Yes,Few times a week,Filter,Multiple pages,5,Maybe,Never,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Sometimes,4,Sometimes,3,3,Product recommendations,Customer service responsiveness,3.0,5.0,3.0,3.0,3.0,1.0,2023-06-05 20:07:52-05:30,2023,6,5,20,0,0.0337085574392127,0.831305691628431,0.0335872669049488,0.0340312735856118,0.0337268399135463,0.0336403705282489,0.7353452585372685,0.2646547414627315,0.9166431756145148,0.083356824385485,0,-1,0,0,0
